body_pos_x	body_pos_y	body_pos_z	body_quat_w	body_quat_x	body_quat_y	body_quat_z	joint_pos00	joint_pos01	joint_pos02	joint_pos03	joint_pos04	joint_pos05	joint_pos06	joint_pos07	joint_pos08	joint_pos09	joint_pos10	joint_pos11	joint_pos12	joint_pos13	joint_pos14	joint_pos15	joint_pos16	joint_pos17	joint_pos18	joint_pos19	joint_pos20	joint_vel_00	joint_vel_01	joint_vel_02	joint_vel_03	joint_vel_04	joint_vel_05	joint_vel_06	joint_vel_07	joint_vel_08	joint_vel_09	joint_vel_10	joint_vel_11	joint_vel_12	joint_vel_13	joint_vel_14	joint_vel_15	joint_vel_16	joint_vel_17	joint_vel_18	joint_vel_19	joint_vel_20
0.129122	-0.045260	0.760147	0.661648	0.014783	0.014203	-0.749534	-0.091005	0.094040	0.048995	0.057224	0.199154	-0.262388	0.016855	0.217090	-0.074743	0.137947	0.496030	-0.345524	0.008510	0.191990	0.008135	-0.713359	-0.487347	0.222011	-0.114534	0.124765	-0.338199	0.050610	0.045275	0.001805	0.162140	0.052140	0.074086	0.012485	-0.260706	0.004430	-0.175650	-0.026435	-0.237145	-0.197140	-0.000415	-0.058485	-0.313026	-0.098264	-0.007140	0.018145	-0.164215	-0.107710
0.129088	-0.045261	0.760109	0.660790	0.014581	0.013688	-0.750304	-0.088754	0.093988	0.048762	0.057335	0.198575	-0.253545	0.017592	0.211966	-0.074210	0.136427	0.494663	-0.350447	0.004704	0.191405	0.007365	-0.716990	-0.488457	0.220929	-0.113381	0.121150	-0.340222	-0.034475	0.063920	-0.083065	-0.019180	-0.026850	0.252825	0.009295	-0.128005	-0.072860	0.047570	-0.043560	-0.032620	-0.050130	-0.018895	-0.066895	-0.139396	-0.040819	-0.050200	0.035970	-0.156455	-0.096291
0.128428	-0.045128	0.760402	0.662273	0.014648	0.012042	-0.749022	-0.092384	0.096597	0.045672	0.056457	0.198080	-0.252275	0.017227	0.211970	-0.077657	0.139850	0.494288	-0.346829	0.006505	0.191234	0.005459	-0.718935	-0.488980	0.220003	-0.113095	0.118507	-0.342051	-0.127225	0.168680	-0.212730	-0.185000	-0.031610	-0.070640	-0.081055	-0.026985	-0.245390	0.090495	-0.004096	0.004100	0.007535	-0.009850	-0.143285	-0.050224	-0.015846	-0.051500	-0.049620	-0.066900	-0.098585
0.127468	-0.045107	0.760319	0.661403	0.015703	0.010207	-0.749797	-0.093843	0.100735	0.040253	0.049935	0.197311	-0.256371	0.014350	0.210886	-0.084025	0.140047	0.494499	-0.350283	0.005005	0.191011	0.001634	-0.718999	-0.489091	0.218869	-0.115366	0.118474	-0.344165	-0.071445	0.071995	-0.102165	-0.205615	0.008170	-0.033710	-0.087435	-0.068795	-0.128820	-0.055155	0.058864	-0.086814	-0.018935	-0.030185	-0.177205	0.049821	0.015614	-0.079160	-0.076005	0.028530	-0.119135
0.127866	-0.045055	0.760350	0.662690	0.014805	0.010088	-0.748680	-0.095242	0.099477	0.041586	0.048232	0.198407	-0.253623	0.013729	0.209218	-0.082810	0.137644	0.496642	-0.350301	0.005747	0.190027	-0.001629	-0.716942	-0.488355	0.216837	-0.116135	0.119648	-0.346816	-0.058510	-0.081135	0.037620	-0.082530	0.027585	0.312975	0.007985	-0.071580	-0.004170	-0.158805	0.100621	0.018290	0.037600	-0.032030	-0.146095	0.128695	0.057641	-0.105125	-0.038720	0.096850	-0.133315
0.127819	-0.044933	0.760502	0.663389	0.014590	0.009580	-0.748071	-0.096183	0.097490	0.041758	0.046634	0.198414	-0.243852	0.014669	0.208023	-0.084192	0.133695	0.498524	-0.349551	0.006509	0.189730	-0.004210	-0.713851	-0.486785	0.214664	-0.116915	0.122348	-0.349498	-0.084615	-0.022230	-0.016645	-0.079990	-0.001960	0.230630	0.027245	-0.119895	-0.052755	-0.211435	0.066326	-0.077826	0.001595	-0.002190	-0.102730	0.063550	0.085156	-0.121330	-0.014005	0.185005	-0.152455
0.127847	-0.044720	0.760459	0.664696	0.014549	0.008902	-0.746920	-0.098626	0.098587	0.040920	0.045033	0.198328	-0.244398	0.014819	0.204422	-0.084920	0.129186	0.499295	-0.353414	0.005811	0.189939	-0.005738	-0.714400	-0.484949	0.211983	-0.116696	0.127048	-0.352914	-0.073095	-0.029685	-0.041930	-0.201650	-0.065755	0.294035	0.015405	-0.185950	0.001030	-0.170985	0.000090	-0.182350	-0.013030	0.022030	-0.089060	-0.023766	0.098154	-0.147705	-0.015105	0.227720	-0.174100
0.128053	-0.044820	0.760514	0.665230	0.014316	0.008773	-0.746450	-0.099107	0.096303	0.040081	0.038568	0.195784	-0.232091	0.015285	0.200585	-0.084151	0.126856	0.498528	-0.356845	0.005988	0.190611	-0.007772	-0.714802	-0.482859	0.208756	-0.117519	0.131457	-0.356462	-0.032825	-0.051825	-0.021855	-0.393320	-0.160185	0.462180	-0.002940	-0.112069	-0.019670	-0.042850	-0.028626	-0.092315	0.042505	0.023010	-0.051850	0.019220	0.106719	-0.110250	-0.027275	0.271750	-0.167805
0.128171	-0.044805	0.760649	0.667435	0.014536	0.008583	-0.744477	-0.099939	0.096514	0.040046	0.029300	0.191921	-0.225911	0.014702	0.199939	-0.085707	0.127472	0.498150	-0.357107	0.007511	0.190860	-0.007812	-0.713631	-0.480680	0.207573	-0.117787	0.137918	-0.359626	-0.146630	-0.105985	0.036895	-0.264356	-0.131340	0.232705	0.007505	0.011610	-0.123425	-0.175310	0.044125	-0.000680	0.034845	-0.013010	-0.003800	0.079246	0.123171	-0.097540	0.008495	0.348015	-0.189130
0.128000	-0.044840	0.760628	0.670365	0.015324	0.008519	-0.741825	-0.104972	0.092063	0.041557	0.027994	0.190530	-0.222782	0.015585	0.201049	-0.089088	0.119843	0.500293	-0.356872	0.007382	0.190091	-0.007924	-0.711632	-0.477932	0.204854	-0.117179	0.145377	-0.364027	-0.136390	-0.304734	0.011255	-0.139345	-0.030200	0.283274	0.037860	-0.030360	-0.177845	-0.386305	0.036421	-0.132199	-0.110360	-0.040215	-0.016795	0.177653	0.160805	-0.145860	0.033340	0.397895	-0.247689
0.127788	-0.044625	0.760562	0.672104	0.015948	0.008188	-0.740239	-0.105395	0.084325	0.040496	0.023726	0.190713	-0.214580	0.016216	0.198725	-0.092821	0.112020	0.499607	-0.362395	0.003097	0.189251	-0.008484	-0.706525	-0.474248	0.201739	-0.116453	0.153834	-0.369534	0.099800	-0.456651	0.156287	-0.222715	-0.022705	0.737847	0.100846	0.013035	-0.016669	-0.370921	-0.018415	-0.033424	-0.206695	0.019435	-0.011355	0.134599	0.155431	-0.075364	-0.021131	0.440597	-0.235736
0.129796	-0.044798	0.760736	0.673445	0.015035	0.010890	-0.739004	-0.100980	0.073797	0.047808	0.019085	0.189622	-0.193269	0.019619	0.201571	-0.089755	0.105006	0.499556	-0.358209	-0.000886	0.190868	-0.008379	-0.706248	-0.471715	0.201840	-0.118025	0.163001	-0.373457	0.106785	-0.609661	0.327685	-0.445536	-0.067070	1.136567	0.166665	0.168190	0.138555	-0.216825	-0.029080	0.184684	-0.129755	0.049655	0.056925	0.102231	0.150350	-0.001746	-0.033960	0.542476	-0.247987
0.129883	-0.045307	0.761041	0.675890	0.016010	0.012622	-0.736721	-0.101124	0.059939	0.053603	0.005905	0.188030	-0.169117	0.022883	0.205453	-0.087279	0.103347	0.498444	-0.355008	-0.002093	0.191237	-0.006207	-0.702436	-0.468234	0.201669	-0.117811	0.175533	-0.379453	0.044880	-0.698790	0.155289	-0.883986	-0.111396	1.313100	0.061089	0.381280	-0.068671	0.093206	-0.050665	0.236185	-0.003579	-0.013020	0.167230	0.112580	0.133640	-0.114036	0.126761	0.230833	-0.238764
0.129339	-0.045635	0.761565	0.678104	0.018331	0.013324	-0.734618	-0.099185	0.045846	0.054020	-0.016274	0.185166	-0.140745	0.022063	0.216822	-0.092501	0.108735	0.497529	-0.348762	-0.001029	0.190347	-0.001689	-0.701745	-0.466369	0.197278	-0.112954	0.172235	-0.383007	0.051615	-0.810826	0.089950	-1.341152	-0.179365	1.441570	-0.079225	0.810187	-0.195470	0.377390	0.063191	0.621471	0.175525	-0.040620	0.206015	0.046486	0.084020	-0.149520	0.205515	-0.134865	-0.175729
0.129776	-0.046385	0.762385	0.681741	0.019598	0.016360	-0.731148	-0.099059	0.027506	0.057201	-0.047741	0.180856	-0.111455	0.019714	0.237860	-0.095098	0.118443	0.500971	-0.330149	0.004928	0.189612	0.002034	-0.700576	-0.464873	0.195688	-0.109591	0.170138	-0.386483	0.026295	-1.003664	-0.007640	-1.644644	-0.186929	1.526838	-0.132445	1.127599	-0.205665	0.441610	0.297666	0.858869	0.269085	-0.049735	0.174060	0.088041	0.070679	-0.002030	0.124130	-0.002965	-0.173245
0.130641	-0.047234	0.763205	0.685798	0.021840	0.018958	-0.727218	-0.098133	0.005699	0.053714	-0.082060	0.177689	-0.079671	0.016765	0.261926	-0.100728	0.126399	0.509436	-0.314407	0.009734	0.188358	0.005273	-0.698223	-0.463542	0.197197	-0.107989	0.172116	-0.389937	0.057905	-1.273364	-0.185435	-1.924613	-0.269735	2.191185	-0.070020	1.227669	-0.188435	0.313945	0.472589	0.445509	0.047580	-0.076605	0.184760	0.146221	0.059435	0.115860	0.070525	0.203940	-0.179896
0.130178	-0.048476	0.763403	0.687124	0.025717	0.021994	-0.725752	-0.096743	-0.023429	0.049784	-0.124726	0.170066	-0.023807	0.016913	0.286967	-0.102635	0.131000	0.519875	-0.312328	0.006831	0.186548	0.009424	-0.694728	-0.462496	0.200323	-0.106770	0.178296	-0.393678	-0.052325	-1.391096	-0.260400	-2.326401	-0.449005	3.109787	0.058345	1.324651	-0.081365	0.374071	0.588246	0.069910	-0.215495	-0.078960	0.198210	0.201520	0.047611	0.151680	0.036270	0.322570	-0.189284
0.129816	-0.049575	0.763698	0.691040	0.029246	0.024530	-0.721808	-0.100226	-0.049945	0.043298	-0.175116	0.159729	0.044720	0.019099	0.314912	-0.103983	0.141362	0.532966	-0.311611	0.001114	0.185200	0.013201	-0.690162	-0.461638	0.203264	-0.106538	0.185019	-0.397508	-0.365996	-1.374016	-0.276945	-2.588141	-0.628931	3.298561	0.148845	1.674436	-0.044115	0.539781	0.844687	0.237525	-0.162755	-0.069400	0.236735	0.278801	0.044820	0.137935	0.034390	0.361090	-0.190584
0.129389	-0.051223	0.763991	0.697058	0.033337	0.028453	-0.715674	-0.111383	-0.078390	0.038706	-0.228252	0.144909	0.108135	0.022867	0.353944	-0.104400	0.152592	0.553662	-0.302827	0.000321	0.183772	0.018893	-0.683576	-0.460703	0.205840	-0.105394	0.192740	-0.401302	-0.859139	-1.276634	-0.096590	-2.367663	-0.704670	1.981683	0.131085	2.189584	-0.091970	0.561870	1.174533	0.432714	0.015255	-0.075655	0.303115	0.295645	0.038510	0.109719	0.037665	0.387935	-0.187646
0.127835	-0.053293	0.764230	0.707152	0.039513	0.032048	-0.705229	-0.134592	-0.101010	0.039434	-0.269823	0.131542	0.123988	0.024342	0.402495	-0.107661	0.163837	0.579947	-0.294302	0.001724	0.182173	0.025326	-0.678336	-0.460097	0.207653	-0.105032	0.200536	-0.405014	-1.093259	-1.476084	-0.115205	-1.708658	-0.504249	1.082543	0.139760	2.369418	-0.117935	0.554084	1.490338	0.057559	0.011130	-0.076655	0.328540	0.296214	0.028799	0.100320	0.009405	0.455060	-0.181905
0.124375	-0.055421	0.763605	0.715069	0.046770	0.034342	-0.696642	-0.155113	-0.137433	0.034098	-0.296598	0.124739	0.151437	0.028457	0.448721	-0.109117	0.174755	0.613276	-0.300525	0.000766	0.180706	0.032035	-0.671727	-0.459551	0.209853	-0.105018	0.210942	-0.408578	-0.919491	-1.901656	-0.228390	-1.219605	-0.265975	1.927561	0.365190	2.419886	-0.043975	0.531575	1.823662	-0.341965	-0.132225	-0.063150	0.333760	0.381845	0.037330	0.114381	0.045760	0.443815	-0.167460
0.122893	-0.057509	0.763266	0.723954	0.051391	0.038432	-0.686857	-0.171371	-0.177076	0.030299	-0.318607	0.120903	0.201090	0.038950	0.499291	-0.109420	0.185100	0.652894	-0.307981	-0.003565	0.179647	0.038676	-0.663063	-0.458604	0.212228	-0.103201	0.218289	-0.411713	-0.859975	-1.878571	-0.199870	-1.339822	-0.270365	2.140082	0.494290	2.908097	-0.022940	0.868351	2.094047	0.078165	0.053465	-0.047900	0.394865	0.434496	0.061590	0.131070	0.127110	0.443750	-0.147551
0.120467	-0.059699	0.762707	0.732955	0.056452	0.042412	-0.676603	-0.189512	-0.212576	0.026103	-0.350191	0.113924	0.237040	0.048229	0.565045	-0.110035	0.209489	0.697038	-0.297398	0.002905	0.178790	0.047830	-0.654347	-0.457087	0.215096	-0.099934	0.228692	-0.414480	-0.687514	-1.732029	-0.217185	-1.491584	-0.237325	1.564619	0.428735	3.268437	0.053065	1.308468	2.397776	0.141630	0.217705	-0.025000	0.491504	0.323404	0.077765	0.106260	0.197500	0.450930	-0.122745
0.117508	-0.061960	0.761634	0.740387	0.062229	0.046105	-0.667704	-0.198872	-0.246358	0.021611	-0.378270	0.111410	0.263675	0.056099	0.630028	-0.107298	0.237438	0.748805	-0.302315	0.005144	0.178647	0.058337	-0.650126	-0.455493	0.216479	-0.095301	0.236326	-0.416622	-0.573599	-1.520404	-0.129465	-1.406433	-0.038525	0.616108	0.274515	3.588787	0.124785	1.653789	2.764767	0.148480	0.251530	-0.015120	0.565770	0.159106	0.090115	0.044370	0.302385	0.260110	-0.087029
0.114008	-0.064192	0.760887	0.748434	0.067171	0.049463	-0.657942	-0.212456	-0.273392	0.020925	-0.406448	0.112383	0.261685	0.059209	0.708596	-0.105043	0.275641	0.807629	-0.291459	0.012966	0.178185	0.070460	-0.647983	-0.453483	0.216871	-0.087838	0.239096	-0.417961	-0.736830	-1.552786	0.015065	-1.434471	0.187325	0.309101	0.168620	4.372393	0.356045	2.469416	3.027607	1.693084	0.848660	-0.005135	0.580460	0.154760	0.119910	0.081835	0.359480	0.206900	-0.049990
0.109996	-0.066059	0.760031	0.756464	0.069215	0.052419	-0.648247	-0.228345	-0.308469	0.022214	-0.435649	0.118903	0.276039	0.062844	0.804924	-0.093056	0.336215	0.869909	-0.234592	0.039090	0.178442	0.081555	-0.643936	-0.450697	0.219752	-0.080922	0.244602	-0.418622	-0.492470	-1.631344	-0.122259	-1.449469	0.370099	0.360945	0.129855	4.763731	0.816729	3.226754	3.333512	2.347382	1.352309	-0.011645	0.553229	0.178680	0.146335	0.140065	0.328524	0.328019	-0.029510
0.104851	-0.068746	0.758528	0.759954	0.076442	0.054860	-0.643131	-0.232155	-0.338646	0.016034	-0.464427	0.127187	0.276122	0.064403	0.899146	-0.072374	0.404711	0.940969	-0.197564	0.067058	0.177719	0.092590	-0.640836	-0.447629	0.222473	-0.074697	0.252217	-0.419142	0.005250	-1.841776	-0.560680	-1.180010	0.609911	1.093931	0.177625	4.131806	1.289776	3.460733	3.640969	0.455743	0.999160	-0.072595	0.549515	0.148770	0.157106	0.103035	0.289570	0.422695	-0.025905
0.097931	-0.071500	0.755728	0.758961	0.084283	0.055485	-0.643270	-0.228135	-0.382140	-0.000213	-0.482849	0.143299	0.319796	0.069949	0.970196	-0.041465	0.474644	1.015548	-0.216362	0.079056	0.175538	0.103536	-0.637985	-0.444413	0.223873	-0.069339	0.261510	-0.419658	-0.050266	-1.718885	-0.768225	-0.873841	0.777631	2.062298	0.294244	3.977332	1.295160	3.792459	3.281759	0.214706	0.628221	-0.117555	0.445326	0.127874	0.155069	0.046895	0.187831	0.408240	-0.015790
0.090330	-0.073945	0.752867	0.762854	0.089686	0.052855	-0.638135	-0.234165	-0.407401	-0.014695	-0.499381	0.158293	0.358614	0.076173	1.058239	-0.020568	0.556409	1.072239	-0.188976	0.092187	0.173017	0.110403	-0.635721	-0.441427	0.224349	-0.067184	0.268547	-0.419773	0.045609	-1.606488	-0.729649	-0.636345	0.545759	2.051033	0.376509	4.106668	1.413488	3.414541	3.269801	0.399142	0.777250	-0.177055	0.303560	0.110678	0.149464	-0.015995	0.069265	0.383665	-0.009356
